@relation 'credit-Kaggle-weka.filters.unsupervised.attribute.Reorder-R10,9,8,7,6,5,4,3,1,2,11'

@attribute NumberOfDependents numeric
@attribute NumberOfTime60-89DaysPastDueNotWorse numeric
@attribute NumberRealEstateLoansOrLines numeric
@attribute NumberOfTimes90DaysLate numeric
@attribute NumberOfOpenCreditLinesAndLoans numeric
@attribute MonthlyIncome numeric
@attribute DebtRatio numeric
@attribute NumberOfTime30-59DaysPastDueNotWorse numeric
@attribute RevolvingUtilizationOfUnsecuredLines numeric
@attribute age numeric
@attribute SeriousDlqin2yrs {0,1}

@data
3,0,2,0,15,20830,0.34367,0,0.883551,44,0
0,1,0,1,15,2000,0.738631,0,0.552424,66,0
0,0,3,0,14,9700,0.368416,0,0.548362,53,0
3,0,1,0,12,5000,0.196961,0,0.242714,46,0
0,0,1,0,16,4783,0.278428,0,0.104562,62,0
0,0,2,0,15,10333,0.341397,0,0.477347,49,0
0,0,3,1,25,4583,1.487347,1,0.883839,66,0
0,0,1,0,4,5000,0.14817,0,0.04201,70,0
0,0,2,0,8,6782,0.410585,0,0.081173,44,0
2,0,2,0,9,5700,0.455008,0,0.006046,61,0
0,0,3,0,9,5230,1.160008,0,0.617935,44,0
0,0,0,0,3,6250,0.00048,0,0.007533,85,0
0,0,0,0,2,900,0.00333,0,0.120879,23,0
4,0,0,1,9,3028,0.127105,4,1.079607,46,1
0,0,0,0,1,1300,0.00538,0,0.52495,25,0
0,0,1,0,5,2500,0.955218,0,0.342567,37,0
?,0,0,0,7,?,10,0,0.010393,89,0
1,0,0,0,2,2800,0.177794,0,0.130435,27,0
0,0,3,0,14,?,4201,0,0.0019,48,0
3,0,1,0,5,6624,0.223547,0,0.492502,52,0
0,0,1,0,6,8223,0.183244,0,0.059973,41,0
3,0,1,0,12,8500,0.283143,0,0.088407,45,0
3,0,0,0,3,5000,0.015797,0,0.204753,32,0
0,0,1,0,9,4519,0.27677,2,0.037563,81,0
0,0,0,1,2,10834,0.005168,0,0.550426,79,1
0,0,0,1,6,?,123,0,0.948481,66,0
0,0,1,0,12,?,936,0,0.007499,38,0
0,0,2,0,16,17500,0.223816,0,0.399198,57,0
0,0,0,0,5,7800,0.055762,0,0.008444,28,0
0,0,1,0,17,8333,0.38037,0,0.089683,39,0
2,0,2,0,7,11700,0.299376,0,0.170776,34,0
4,0,2,0,8,11000,0.161167,0,0.021388,38,0
2,0,1,0,10,1820,1.771554,0,0.73828,31,0
1,0,2,0,11,7233,0.549627,2,0.075371,56,0
0,0,1,0,2,3001,0.154564,0,0,80,0
0,0,0,0,14,4999,0.0244,0,0.042587,65,0
0,0,0,0,10,6666,0.177291,0,0.437447,36,0
0,0,0,0,11,?,84,0,0.016924,67,0
2,0,0,0,11,8212,0.151589,0,0.568103,37,0
0,0,0,0,4,?,1105,0,0.94667,46,0
1,0,1,0,11,4750,0.343507,0,0.402966,58,0
0,0,0,0,1,?,88,0,0.586883,28,0
0,0,0,0,12,12000,0.048413,0,0.137565,57,0
2,0,2,0,14,14167,0.201228,0,0.150269,46,0
1,0,0,0,14,5850,0.173133,0,0.234245,31,0
1,0,2,0,10,9175,0.367916,0,0.015129,61,0
2,0,0,0,4,5053,0.161654,2,0.717131,33,0
0,0,0,0,5,2146,0.292501,0,0.332738,69,0
2,0,1,0,8,8750,0.374814,0,0.106603,31,0
?,0,1,0,8,?,2093,0,0.022238,59,0
0,0,1,0,4,?,1022,0,0.2886,80,0
1,0,0,0,5,6000,0.017997,0,0.032033,43,0
0,0,1,0,16,8000,0.346332,0,0.145704,50,0
0,0,0,0,1,0,4,0,0.011039,24,0
0,0,1,0,9,4280,0.058398,0,0.015227,88,0
2,0,2,0,6,7685,0.326698,0,0.017653,41,0
2,0,1,0,7,11103,0.270353,0,0.07956,52,0
0,0,0,0,3,7392,0.002164,0,0.047676,43,0
1,0,2,0,15,7500,0.560859,0,0.951836,45,0
3,0,1,0,5,4656,0.404338,2,0.587657,40,0
1,0,2,0,10,9249,0.214162,0,0.020836,64,0
1,0,2,0,16,1900,1.715939,0,0.967388,80,1
0,0,0,0,6,7000,0.025568,0,0.066888,60,0
0,0,0,0,5,?,70,0,0.066684,78,0
0,0,2,0,6,14232,0.400197,0,0.132579,62,0
2,0,2,0,5,5000,0.431314,0,0.008753,41,0
0,1,3,0,4,1266,0.786109,1,1,68,1
0,0,0,0,5,?,553,0,0.27475,64,0
2,0,1,0,5,2500,0.37465,0,0.332459,34,0
3,0,1,0,5,8416,0.392064,0,0.097306,39,0
0,0,0,0,4,10500,0,0,0,75,0
0,0,1,0,4,6744,0.086286,0,0.072952,68,0
0,0,0,0,2,4337,0.000231,0,0.00358,40,0
0,0,1,0,6,0,899,0,0.159051,28,0
1,0,2,0,7,9352,0.220678,0,0.890111,41,0
0,0,1,0,22,?,2406,3,0.718491,73,0
0,1,0,0,4,?,438,0,0,28,0
1,0,1,0,4,6727,0.262931,0,0.374232,31,0
2,0,1,0,10,3947,0.474924,0,0.775421,51,0
3,0,0,0,7,1897,0.343519,0,0.510535,42,0
1,0,0,0,3,4157,0.004329,0,0.30085,77,0
2,0,3,0,17,14700,0.425141,0,0.214774,57,0
3,0,0,1,6,3228,0.147104,0,0.604061,39,1
0,0,1,0,5,10628,0.242732,0,0.527396,55,0
3,0,0,0,3,3166,0.030313,0,0.162214,38,0
3,0,0,0,13,2400,1.011662,0,0.330967,37,0
2,0,0,0,2,5165,0.018196,0,0.139638,58,0
1,0,0,0,14,7500,0.052926,0,0.0125,64,0
2,0,1,0,16,3083,0.386835,0,0.028744,46,0
2,0,2,0,24,8000,0.310336,0,0.031613,39,0
2,0,1,0,19,11333,0.311982,0,0.08197,54,0
1,0,0,1,1,3881,0.107934,1,1,35,1
0,0,2,0,10,4128,0.304674,0,0.103752,53,0
0,0,0,0,3,2773,0.012257,0,0.05666,25,0
0,0,1,0,8,?,3864,0,0.130437,42,0
1,0,2,0,8,5700,0.683038,0,1,51,0
0,0,3,0,10,?,2048,0,0.342879,62,0
2,0,1,0,13,4500,0.752055,0,0.278828,38,0
2,0,1,0,6,7000,0.190259,0,0.024199,48,0
?,0,1,1,6,?,870,0,0,76,0
2,0,0,1,0,3937,0,0,1,49,1
1,0,0,0,4,2501,0.101918,0,0.00195,76,0
1,0,1,0,6,4015,0.229333,0,0.153082,75,0
1,0,1,0,11,6350,0.250827,0,0.643975,41,0
1,0,2,0,9,5333,0.274466,0,0.046165,59,0
3,0,1,0,4,2975,0.74328,1,0.641974,39,0
2,0,1,0,8,5500,0.435012,0,0.555649,44,0
3,0,0,0,5,3300,0.030294,0,0.06417,44,0
0,0,0,0,5,?,7,0,0.00725,83,0
0,0,0,0,6,6000,0.005166,0,0.047153,70,0
0,0,0,0,0,936,0,0,1,22,0
0,0,0,2,4,8400,0.079633,1,0.28139,58,0
?,0,0,0,2,?,0,0,0,58,0
2,0,2,0,11,10416,0.37842,0,0,54,1
3,0,2,0,13,7920,0.532761,0,0.175121,42,0
0,0,1,0,9,?,1344,0,0.109023,61,0
1,0,2,0,7,9500,0.24629,0,0.065973,63,0
0,0,0,0,0,2000,0,0,1,27,0
1,0,1,0,6,3600,0.715635,2,0.604502,31,0
0,0,0,0,2,6184,0.003719,0,0.023242,61,0
0,0,1,0,15,2558,0.767097,1,0.59531,63,0
0,0,0,0,11,1833,0.546892,1,0.544294,64,1
0,0,1,0,18,4000,0.629593,0,0.069866,34,0
0,0,1,0,12,4378,0.356017,0,0.068452,59,0
0,0,1,0,2,4200,0.125446,0,0.019258,88,0
3,1,0,0,3,2320,0.207669,0,1.213786,27,0
3,0,0,0,3,2125,0.15334,1,0.996365,40,0
4,0,1,0,7,3628,0.429319,0,1,47,0
0,0,0,0,7,?,317,0,0.047411,59,0
0,0,0,0,5,4000,0.450637,0,0.186299,55,0
0,0,1,0,9,864,2.225434,0,0.19685,27,0
0,1,0,0,1,1350,0.280533,0,1,64,1
1,0,0,0,7,8135,0.117011,0,0.281753,48,0
0,0,2,0,7,12000,0.217565,0,0.03873,34,0
1,0,1,0,17,7400,0.242535,0,0.055608,64,0
1,0,3,0,6,6377,0.482283,0,0.030462,57,0
0,0,0,0,13,2200,0.029078,0,0.033981,73,0
0,0,1,0,16,?,3264,0,0.004473,66,0
0,0,2,0,13,8500,0.185508,0,0.026031,40,0
1,0,0,0,5,5536,0.08073,0,0.448742,32,0
3,1,2,0,10,14500,0.264602,1,0.2968,56,0
0,1,1,3,7,8333,0.021958,4,0.484648,69,1
2,0,2,0,20,7425,0.649879,0,0.234557,54,0
0,0,1,0,6,10250,0.175398,1,0.874447,49,0
0,0,0,0,5,?,65,0,0.038473,78,0
0,0,2,0,9,2600,1.196078,0,0.31253,46,0
1,0,1,0,6,5573,0.129351,0,0.001135,74,0
0,0,0,0,5,?,173,0,0.162314,90,0
2,0,2,0,8,8000,0.371829,0,0.183106,58,0
0,0,1,0,4,2521,0.486915,0,0.074123,74,0
2,0,1,0,11,6100,0.371087,0,0.302067,41,0
0,0,2,0,9,3333,0.436413,0,0.369087,58,0
2,0,2,0,10,5200,0.462219,0,0.182309,45,0
3,1,2,0,15,9750,0.194236,1,0.157728,56,0
2,0,1,0,6,7667,0.345722,0,0.874365,40,1
0,0,0,0,7,5655,0.006895,0,0.02079,70,0
1,0,0,0,16,5480,0.338989,0,0.313875,50,0
0,0,0,0,11,2400,0.550604,0,0.490194,68,0
2,0,1,0,12,3680,0.523499,0,0.099174,38,0
2,1,1,1,1,7750,0.24642,0,1,39,1
0,0,2,0,12,?,1433,0,0.102697,45,0
0,0,1,0,11,7000,0.555921,0,0.07417,54,0
2,0,0,0,2,4399,0.004773,0,0.031927,52,0
2,0,1,0,7,12000,0.328139,0,0.576,50,0
2,0,1,0,4,4400,0.504885,0,0.039289,42,0
2,0,1,0,19,3000,0.874042,0,0.030375,46,0
1,0,1,0,6,7500,0.221171,0,0.001054,45,0
1,0,2,0,7,?,5358,0,1,44,1
0,0,1,0,10,3400,0.564834,0,0.267997,34,0
2,0,1,2,3,?,761,2,1,48,0
0,0,2,0,10,7916,0.361374,0,0.027097,46,0
1,0,0,1,1,1375,0.244186,1,1,30,0
0,0,1,0,12,?,3779,2,0.455736,49,0
0,0,1,0,11,6250,0.381859,0,0.231488,60,0
0,0,4,0,12,12500,0.421326,1,0.093548,57,0
0,0,0,0,11,3500,0.351328,0,1.058794,41,1
2,0,2,0,7,4817,0.474471,0,0,29,0
1,0,1,0,18,5700,0.533064,0,0.420584,52,0
1,0,1,0,13,4100,0.440868,0,0.486908,66,0
0,0,3,0,8,?,2128,0,0.066795,37,0
2,0,0,0,7,?,562,1,0.107376,50,1
0,0,0,0,0,5792,0.017262,0,1,24,0
2,0,2,0,12,11447,0.180294,0,0.034615,52,0
1,0,1,0,9,?,1540,0,0.066381,57,0
1,0,0,0,3,13000,0.110453,0,0.216926,53,0
3,0,2,0,5,2500,1.433826,0,0.054682,40,0
0,0,0,0,5,4864,0.379034,0,0.843649,47,0
2,0,1,0,13,10782,0.183715,0,0.225451,56,0
1,0,1,0,4,6200,0.135623,0,0.0016,47,0
0,0,1,0,7,2847,0.608848,1,0.428165,31,0
0,0,2,0,16,6000,0.735711,1,0.284249,48,0
?,0,0,0,4,?,45,0,0,83,0
1,0,0,0,8,3000,0.423192,0,0.916444,31,0
0,0,1,1,8,?,8370,2,0.523375,48,0
0,0,0,0,3,1534,0.037785,2,1.116602,23,1
0,0,2,0,21,3633,0.210237,0,0.063332,55,0
1,0,1,0,16,6500,0.255038,0,0.115705,83,0
0,0,1,0,20,5700,0.353798,0,0.145529,47,0
3,0,2,0,10,3366,0.653104,1,0.614564,54,0
2,0,1,0,7,5800,0.49457,0,0.761472,46,1
0,0,1,1,21,6000,0.551741,1,0.240007,52,1
0,0,1,0,13,3881,0.210974,0,0.05965,69,0
0,0,1,0,5,?,5127,0,0.340758,67,0
0,0,2,0,2,2964,0.433727,0,1,57,0
0,0,2,0,5,1300,1.563413,0,0.059632,78,0
0,0,0,0,1,3452,0.001738,0,0.021898,27,0
0,0,1,0,6,10450,0.150512,0,0.048427,50,0
0,0,1,0,9,?,2081,0,0,43,0
2,0,0,0,8,3716,0.211999,0,0.214501,32,0
3,0,1,0,15,11056,0.385909,1,0.300937,57,0
1,0,1,0,14,9491,0.535609,0,0.26948,47,0
2,0,0,1,0,3450,0.01217,0,1,49,1
0,0,0,0,1,?,93,0,0.165388,58,0
2,0,2,0,11,6900,1.43472,0,0.771293,45,0
0,0,1,0,5,5000,0.397321,1,0,38,0
0,0,1,0,9,4800,0.539054,0,0.742452,63,1
0,0,0,0,12,11279,0.094326,0,0.243524,66,0
1,0,1,0,5,3915,0.470123,0,0.656177,48,0
0,0,0,0,3,?,0,0,0,32,0
0,0,4,0,18,7978,0.51247,0,0.104446,64,0
2,0,1,0,10,5416,0.239616,0,0.002976,42,0
1,0,3,0,12,?,3925,1,0.190708,43,0
0,0,1,0,7,5800,0.118773,2,0.024283,91,0
0,0,0,2,1,?,512,0,1,46,1
0,0,1,0,10,11333,0.219164,1,0.032018,53,0
1,0,1,0,7,3000,0.458847,0,0.45823,35,0
4,0,1,0,16,?,7513,0,0.927164,42,0
3,0,0,0,10,3200,0.12746,0,0.200874,44,0
0,0,1,0,7,1549,0.605161,1,0.031795,85,0
0,0,1,0,9,5000,0.414717,0,0.073238,49,0
2,0,3,0,12,13750,0.364773,0,0.07863,53,0
0,0,1,0,14,3166,0.518787,0,0.116146,44,0
3,0,1,0,5,?,1209,0,0.232051,47,0
0,0,0,0,4,2900,0,0,0,29,0
0,0,1,0,10,3982,0.319106,0,0.027239,60,0
0,0,0,0,4,2600,0.279508,2,1,37,0
3,0,0,0,3,6700,0.006566,0,0.053998,44,0
?,0,0,0,4,?,58,0,0.018025,71,0
0,0,0,0,3,900,0.014428,1,0.451548,23,0
0,0,1,0,14,?,2878,0,0.005296,37,0
1,0,1,0,3,5250,0.650162,0,0.607479,33,0
3,0,1,0,8,7000,0.264819,0,0.222815,44,0
0,0,1,0,11,11000,0.145896,0,0.029292,65,0
0,0,1,0,11,?,2853,0,0.056999,80,0
2,1,2,0,9,2000,0.715642,4,1.034988,36,0
3,0,0,0,3,1500,0.704863,2,1,38,1
?,0,0,0,0,?,0,0,1,33,1
0,0,0,0,8,1400,0.279086,0,0.486069,29,0
0,0,2,0,23,?,1298,2,0.078742,60,0
5,1,1,0,20,351,7.068182,0,0.3563,40,0
0,0,0,0,8,4000,0.010247,0,0.040231,63,0
0,0,0,0,4,?,7,0,0.008525,85,0
0,0,0,0,8,2500,0.083567,0,1,32,0
4,0,0,0,7,11867,0.17998,0,0.566855,36,0
0,0,0,0,9,3000,0.274242,0,0.194836,29,0
2,0,3,0,10,9100,0.289089,0,0.276138,57,0
0,0,0,0,5,7780,0.006169,0,0.021626,71,0
0,0,0,0,25,7291,0.257954,2,0.245353,52,0
0,1,1,0,3,1727,0.671875,1,0,73,1
1,0,1,0,6,8750,0.342589,0,0.041901,34,0
1,0,1,0,5,1882,0.689857,0,0.367442,50,0
1,0,1,0,9,6583,0.366495,1,1,41,0
2,0,3,0,14,?,5634,1,0.030705,55,0
0,0,1,0,3,8181,0.267661,0,1,35,0
3,0,2,0,6,5269,1.185199,0,0.520645,47,0
3,0,2,0,9,7500,0.470604,2,0.797241,37,0
1,0,1,0,4,5800,0.46854,0,0.635033,37,0
1,0,1,0,11,6916,0.352465,0,0.057692,50,0
0,0,0,0,6,3380,0.086365,0,0,31,0
2,0,1,0,7,5000,0.293541,1,0.061335,52,1
0,0,3,0,5,10100,0.431739,0,0.899809,54,0
0,0,0,0,8,4012,0.179666,0,0.17921,75,0
1,0,0,0,5,1600,0.690194,1,0.879824,25,0
0,0,0,0,5,7088,0.092256,0,0.276989,33,0
2,0,2,0,10,3711,0.934537,0,0.176183,53,1
?,0,0,0,4,?,36,0,0.02954,86,0
1,0,3,0,14,14527,0.333838,0,0.128246,61,0
0,0,1,0,7,7000,0.263962,0,0.014529,73,1
0,0,0,0,7,2297,0.305918,0,0.12328,36,0
1,0,1,0,6,6325,0.295922,0,0.614282,40,0
0,0,2,0,9,8228,0.418034,0,0.043818,62,0
1,0,1,0,4,8000,0.03637,0,0.235988,49,0
0,0,1,0,14,3800,1.214154,0,0.768362,62,0
1,0,0,0,6,7206,0.005411,0,0.088394,55,0
0,0,1,0,10,3050,0.461816,2,1.003766,59,0
0,0,0,0,11,?,30,0,0.01493,63,0
2,0,1,0,5,9789,0.214096,0,0.092235,41,0
3,0,1,0,6,?,3024,1,0.611105,46,1
0,0,1,0,10,1800,0.439756,0,0,50,0
0,0,1,0,5,5000,0.131374,0,0.188074,89,0
0,0,2,0,6,7083,0.289243,0,0.195161,30,0
0,0,0,0,5,2000,0.38081,0,0.425679,54,0
0,0,1,0,19,?,4791,1,0.783565,36,0
0,0,1,0,4,4160,0.170872,0,0.308685,44,0
0,0,0,0,3,2094,0,0,0,80,0
0,0,2,0,6,?,2291,0,0.003151,65,0
0,0,1,0,8,6481,0.45017,1,0.945226,52,0
2,0,0,0,4,4658,0.118051,3,0.824701,33,1
1,1,1,0,7,7000,0.299243,2,1.040519,65,1
0,0,1,0,8,14585,0.228164,0,0.004732,58,0
1,0,1,0,9,5386,0.34806,0,0.002547,58,0
3,0,2,0,8,8613,0.659508,0,0.329562,51,0
0,0,1,0,4,?,1854,0,0.031499,42,0
3,0,3,0,7,8970,0.518002,0,0.239744,46,0
3,0,2,0,7,?,3890,0,0.043759,58,0
0,0,2,0,8,6831,0.400761,0,0.536696,63,0
4,0,4,0,11,30000,0.402453,0,0.057911,49,0
1,0,2,0,24,7310,0.320886,0,0.162468,79,0
0,0,0,0,2,?,0,0,0,85,0
2,0,0,0,20,4833,0.273686,1,0.544276,51,0
2,0,2,0,15,?,4905,0,0.166689,53,0
2,0,1,0,3,5100,0.463439,0,1,43,0
0,0,1,0,18,4783,0.305393,0,0.020703,65,0
0,0,0,0,28,5100,0.011762,0,0.011727,66,0
2,1,1,1,9,0,4221,4,1,51,0
1,0,0,0,10,5830,0.037215,0,0.008966,66,0
2,0,3,0,18,14333,0.309823,0,0.118121,51,0
1,4,2,1,15,14076,0.695603,4,0.861603,43,1
?,0,3,0,9,?,3683,1,0.058534,60,0
0,0,0,0,11,744,8.116779,0,0.021666,72,0
0,0,0,0,4,1300,0.010761,0,0.024949,64,0
0,0,0,0,11,4458,0.080736,0,0.005924,59,0
1,0,0,0,2,5083,0.00118,0,0.006305,77,0
0,0,0,0,1,2083,0.085413,1,1,59,1
0,0,2,0,8,?,2973,0,0,47,0
3,0,1,0,16,4666,0.619884,0,0.142295,55,0
1,0,2,0,13,8300,0.279243,0,0.081433,60,0
0,0,1,0,13,14000,0.088351,0,0.006913,62,0
3,0,3,0,12,8333,0.533717,2,0.197776,51,1
0,0,2,0,4,?,1678,0,0.041416,68,0
0,0,1,0,7,?,3266,1,0.02531,63,0
1,0,0,0,23,5239,0.245229,0,0.022736,55,0
0,0,0,0,2,2634,0.14611,0,0.667666,24,0
0,1,6,0,18,6000,0.683719,0,0.001045,72,0
2,0,2,0,6,9000,0.401622,0,0.107747,47,0
1,0,0,0,16,6200,0.119658,0,0.028022,58,0
0,0,0,0,11,?,535,0,0.104191,73,0
0,0,0,0,1,912,0.301205,0,1,32,0
0,0,0,0,11,3699,0.09973,0,0.005969,74,0
3,0,1,0,12,3673,0.685901,0,0.006096,34,0
0,0,1,0,10,?,4189,1,0.706224,35,0
0,0,0,1,3,2740,0.242977,1,1,37,0
0,0,0,0,4,4500,0.093535,0,0.439804,28,0
0,0,1,0,8,3538,0.18395,0,0.015366,79,0
0,6,0,0,7,2900,0.107894,4,1,26,1
1,0,2,0,5,4500,0.579871,0,0.973675,35,1
0,0,2,0,14,6250,0.592545,0,0.140073,48,0
2,0,0,0,2,4200,0.102357,0,0.024665,31,0
2,0,0,0,1,2090,0.016738,0,0.233553,39,0
0,0,0,0,3,60000,0.000383,0,0.018594,86,0
0,0,0,0,10,4238,0.000944,0,0.002321,71,0
0,0,0,0,4,1675,0,0,0,25,0
1,0,0,0,3,4333,0.030918,2,1.139721,52,0
0,0,1,0,21,4333,1.367097,1,0.766974,43,0
0,0,2,0,7,?,4293,0,0.343935,52,0
0,0,0,0,7,4633,0.015969,0,0.099196,85,0
0,0,0,0,5,5800,0.153249,0,0.144618,59,0
0,0,1,0,6,3750,0.332978,0,0.034199,76,0
0,0,1,0,4,2200,0.306224,0,0.009709,63,0
0,0,1,0,6,6500,0.038148,0,0.050222,74,0
2,0,2,0,7,6750,0.795586,1,0.053067,39,0
0,0,2,0,10,?,4469,1,0.402887,47,1
0,0,0,0,3,3099,0.000968,0,0.006161,41,0
2,98,0,98,0,2950,0,98,1,45,0
1,0,1,0,10,6595,0.407671,0,0.559724,36,0
0,0,0,0,5,5500,0.013089,0,0.043652,74,0
0,0,0,0,3,1782,0.225463,0,0.402597,55,0
3,0,0,3,2,2628,0.124382,2,1.483034,31,0
0,0,2,0,9,5692,0.400316,0,0,36,0
0,0,0,0,7,?,0,0,0,66,0
1,0,0,2,5,3300,0.207513,0,0.57225,29,0
0,0,1,0,11,?,324,0,0.103295,77,0
0,0,0,0,0,833,0.065947,0,1,54,0
0,0,0,2,0,?,76,0,1,43,1
1,0,2,0,10,8833,0.248925,0,0.235687,48,0
0,3,0,0,3,4616,0.136452,0,0.193613,35,0
3,0,0,1,1,?,101,0,1,35,1
1,0,0,0,9,3000,0.006331,0,0.007819,77,0
0,0,2,0,12,10300,0.291428,0,0.209889,36,0
2,0,1,0,8,9583,0.329925,0,0.086917,44,0
0,0,0,0,1,7083,0.02188,0,0.397508,39,0
0,0,0,0,7,10500,0.009618,0,0.038778,63,0
2,0,1,0,2,2875,1.302503,0,0.500775,52,0
1,0,0,2,14,2200,0.805543,3,0,28,1
0,0,2,0,11,19000,0.723488,0,0.268276,71,0
0,0,3,0,15,6654,0.518107,0,0.695023,70,0
0,0,0,0,4,2600,0.131488,0,0,24,0
1,0,0,0,4,8011,0.125811,0,0,35,0
0,0,1,1,2,5500,0.199782,1,1,48,0
2,0,1,0,22,6250,0.567749,0,0.109292,45,0
1,0,3,0,16,7638,1.040843,0,0.952867,35,1
?,0,0,0,2,?,264,0,0.913907,23,0
0,0,2,0,19,7243,0.573026,0,0.27945,50,0
0,0,1,0,10,4000,0.789803,2,0.607323,77,0
0,0,0,1,2,2200,0.050886,0,1,30,1
0,0,2,0,12,5000,0.258348,0,0.002475,30,0
0,0,2,0,7,?,2051,0,0,36,0
2,0,1,0,12,4500,0.607198,0,0.926217,68,0
0,0,0,0,13,2000,0.225887,1,0.001903,35,0
0,0,1,0,8,3055,0.531414,0,0.742496,49,0
1,0,3,0,13,13300,0.363732,0,0.263516,58,0
0,0,2,0,8,10853,0.201308,0,0.049782,65,0
0,0,0,0,16,5833,0.017312,0,0.005894,73,0
1,0,1,0,13,3700,0.433937,0,0.013508,86,0
1,0,1,0,9,5000,0.941612,1,0.168576,45,0
2,0,1,0,4,10000,0.186281,0,0.058342,47,0
0,0,1,0,7,4000,0.309923,0,0.021291,74,0
0,1,1,2,1,?,790,2,1,40,1
0,0,2,0,7,?,1502,1,0.085279,71,0
4,0,1,0,10,7606,0.262127,0,0.647654,54,1
1,0,1,0,12,?,3565,0,0.347305,63,0
0,0,1,0,24,4500,0.191513,0,0.008734,53,0
1,0,1,0,10,5110,0.403052,0,0.70956,49,0
0,0,1,0,21,4000,0.524619,1,0.100062,52,0
4,0,2,0,10,6583,0.418742,0,0.334109,47,0
0,0,1,0,14,3243,0.437731,0,0.224756,64,0
0,0,0,0,1,5000,0.088982,0,1,44,0
0,0,1,0,12,4801,0.437734,0,0.174997,47,1
0,0,0,5,4,9881,0.044829,2,0.831853,49,1
0,0,0,0,4,?,45,0,1,63,0
0,0,0,0,3,3000,0.017661,0,0.099161,74,0
0,0,2,0,9,4250,0.588332,0,0.148114,34,0
0,0,3,0,12,6824,0.618462,0,0.564008,68,0
1,0,2,0,6,9666,0.362987,0,0.092124,34,0
2,0,1,0,4,7052,0.358429,1,1.016983,46,1
1,0,0,0,12,?,227,0,0.014116,56,0
0,0,1,0,7,?,1141,0,0.00625,61,0
0,0,2,0,7,746,3.1834,0,0.058795,29,0
4,0,1,0,14,13600,0.242703,0,0.266511,53,0
1,0,1,0,7,3628,0.701571,0,0.180164,33,0
0,0,2,0,6,?,792,0,0.063143,77,0
1,0,1,0,12,5000,0.091782,0,0.041485,66,0
0,0,2,0,10,9296,0.248252,0,0.001278,58,0
0,0,0,0,3,?,840,0,0.034916,66,0
3,0,1,0,6,10200,0.16018,0,0.768045,36,0
0,0,1,3,9,2585,0.299691,3,1.58401,42,1
3,0,1,0,5,10010,0.494756,0,0.075796,38,0
0,0,2,0,8,?,1793,0,0.054449,44,0
0,1,0,4,3,6174,0.06996,1,0.693018,43,1
0,0,0,0,3,4000,0.04024,0,0.13121,79,0
0,0,3,0,13,?,2090,0,0.067163,62,0
1,0,1,0,13,11600,0.133609,0,0.009804,42,0
1,0,2,0,13,7925,0.344815,1,0.087739,66,0
0,0,0,0,9,3200,0.489535,0,0.129864,31,0
0,98,0,98,0,2200,0,98,1,30,1
0,0,1,0,7,2500,0.647741,0,0.403298,51,0
0,0,0,0,6,?,359,0,0.012035,67,0
4,0,1,0,10,5000,0.547291,0,1.012398,36,0
0,1,0,0,3,1536,0.533507,1,0.798135,28,1
0,0,1,0,5,2000,0.801099,0,0.164069,32,0
1,0,0,0,5,4050,0.086645,0,0.584242,44,0
0,0,0,0,10,2060,0.016497,0,0.010501,64,0
0,0,1,0,2,?,998,0,0.028543,53,0
0,0,0,0,2,2928,0.023899,0,0.155723,58,0
0,0,1,1,7,5850,0.642796,0,0.739574,36,0
0,0,0,0,3,2251,0.003996,0,0.020401,74,0
0,0,1,0,11,9097,0.361838,0,0.022648,69,0
0,0,2,0,2,3750,0.35084,0,1,52,0
0,0,0,0,4,3314,0.041629,0,0.197727,83,0
1,0,1,0,8,8000,0.103362,0,0.005766,63,0
0,0,1,0,10,2500,0.47621,0,0.093217,54,0
0,0,0,0,6,5108,0.263065,0,0.575476,36,0
0,0,0,0,3,800,0.50437,0,0.065234,23,0
0,0,2,0,4,6695,0.239695,0,0.075932,57,0
0,1,1,0,7,2800,0.467333,2,1.096914,54,0
1,0,0,0,4,4350,0.131464,0,0.441122,24,0
0,0,1,0,8,7700,0.25659,0,0.381152,57,0
1,0,1,0,9,12333,0.383655,0,0.47039,35,0
0,0,1,0,13,3372,0.385117,0,0.186865,74,0
0,0,2,0,13,10000,0.358564,0,0.00386,78,0
0,0,0,0,8,4416,0.126104,0,0.096803,56,0
1,0,1,0,12,4400,0.404908,0,0.482618,50,0
4,0,1,0,16,?,1690,0,0.006382,61,0
0,0,1,0,3,?,817,0,0.178896,53,0
0,0,0,0,1,2083,0.006238,0,0.064075,24,0
1,0,0,0,7,6532,0.001071,0,0.003097,61,0
0,0,1,0,9,2600,0.785467,0,0.194327,47,0
0,0,1,0,13,8083,0.344137,0,0.311651,57,0
0,0,2,0,23,10500,0.288258,0,0.207871,55,0
3,0,2,0,31,7083,0.875494,0,0.816399,59,0
0,0,2,0,13,6600,0.327223,0,0,45,0
0,0,1,0,6,?,110,0,0.000062,82,0
0,0,1,0,4,8346,0.277824,1,0.999946,68,0
1,0,0,0,9,0,645,0,0.146746,73,0
1,0,0,0,11,5629,0.003908,0,0.006617,81,0
1,0,0,0,9,6763,0.134092,0,0.160347,76,0
?,0,1,0,4,?,1898,0,0.112669,51,0
2,0,0,0,4,5515,0.174402,0,0.521979,36,0
0,0,1,0,9,8427,0.379212,0,0.246098,61,0
0,0,0,0,2,2170,0.382312,0,0.916771,30,0
0,0,1,0,9,?,907,0,0.049626,62,0
